AssetName, MemCost.Asset, MemCost.Inst, Tgt MemCost.Asset, Tgt MemCost.Inst
/Game/Playsets/PID_CP_JungleTemple_Gallery_b, 6086429, 697471, 6086429, 697472
/Game/Playsets/PID_CP_JungleTemple_L_Pyramid_a, 15026256, 2994785, 15026256, 2994788
/Game/Playsets/PID_CP_JungleTemple_M_Courtyard_a, 12326233, 1751321, 12326233, 1751328
/Game/Playsets/PID_CP_JungleTemple_M_Temple_a, 17000464, 1749403, 17000464, 1749408
/Game/Playsets/PID_CP_JungleTemple_S_Shrine_a, 5453019, 344534, 5453019, 344536
/Game/Playsets/PID_CP_JungleTemple_S_Shrine_b, 18456526, 1096140, 18456526, 1096140
/Game/Playsets/PID_CP_JungleTemple_XL_Pyramid_a, 16335267, 4950992, 16335267, 4951008
/Game/Playsets/PID_CP_JunkJunction_M_Warehouse_a, 10108805, 1327112, 10108805, 1327112
/Game/Playsets/PID_CP_JunkJunction_S_Garage_a, 3932538, 540722, 3932538, 540736
/Game/Playsets/PID_CP_JunkJunction_S_LoadingDock_a, 6059251, 483532, 6059251, 483532
/Game/Playsets/PID_CP_Kevin_L_LakeIsland_01, 54152692, 4102842, 54152692, 4102845
/Game/Playsets/PID_CP_Kevin_L_LakeIsland_02a, 22843273, 151290, 22843273, 151291
/Game/Playsets/PID_CP_Kevin_L_LakeIsland_02b, 14248045, 436880, 14248045, 436880
/Game/Playsets/PID_CP_Kevin_L_LakeIsland_02c, 25822744, 1854479, 25822744, 1854483
/Game/Playsets/PID_CP_Kevin_S_Building_Gallery_LakeHouse_a, 5073008, 277868, 5073008, 277868
/Game/Playsets/PID_CP_Kevin_S_Building_Gallery_LakeHouse_b, 3025948, 140976, 3025948, 140980
/Game/Playsets/PID_CP_LazyLinks_Gallery_a, 5559968, 750115, 5559968, 750116
/Game/Playsets/PID_CP_Lighthouse_Gallery_a, 6371237, 119660, 6371237, 119660
/Game/Playsets/PID_CP_Lighthouse_Gallery_b, 6238079, 271620, 6238079, 271620
/Game/Playsets/PID_CP_Lighthouse_M_KeepersHouse_a, 22363164, 1648983, 22363164, 1648989
/Game/Playsets/PID_CP_Lighthouse_S_Dock_a, 4934112, 316476, 4934112, 316476
/Game/Playsets/PID_CP_Lighthouse_S_Tower_a, 9628975, 687065, 9628975, 687068
/Game/Playsets/PID_CP_Military_L_Outpost_a, 24064935, 3755592, 24064935, 3755596
/Game/Playsets/PID_CP_Military_M_Compound_a, 19446800, 2315091, 19446800, 2315092
/Game/Playsets/PID_CP_Military_M_Hangar_a, 14306397, 1936274, 14306397, 1936276
/Game/Playsets/PID_CP_Military_M_Hangar_b, 17329440, 2390947, 17329440, 2390948
/Game/Playsets/PID_CP_Military_S_Gallery_AppleGreen_a, 6581041, 542904, 6581041, 542904
/Game/Playsets/PID_CP_Military_S_Gallery_AppleGreen_b, 25326086, 411120, 25326086, 411120
/Game/Playsets/PID_CP_Military_S_Gallery_Golden_a, 6581041, 542903, 6581041, 542904
/Game/Playsets/PID_CP_Military_S_Gallery_Golden_b, 25326086, 411120, 25326086, 411120
/Game/Playsets/PID_CP_Military_S_Gallery_RedOrange_a, 6581041, 542904, 6581041, 542904
/Game/Playsets/PID_CP_Military_S_Gallery_RedOrange_b, 25326086, 411120, 25326086, 411120
/Game/Playsets/PID_CP_Military_S_Gallery_SkyBlue_a, 6581041, 579287, 6581041, 579288
/Game/Playsets/PID_CP_Military_S_Gallery_SkyBlue_b, 25108550, 417328, 25108550, 417328
/Game/Playsets/PID_CP_Military_S_Hangar_Gallery_a, 5354564, 325280, 5354564, 325280
/Game/Playsets/PID_CP_Military_S_WatchTower_a, 13330672, 1216104, 13330672, 1216104
/Game/Playsets/PID_CP_Military_XL_Hangar_a, 20992135, 4951666, 20992135, 4951676
/Game/Playsets/PID_CP_MovieSet_Gallery_a, 4070544, 229267, 4070544, 229268
/Game/Playsets/PID_CP_MovieSet_M_Docks_a, 10557925, 1665914, 10557925, 1665916
/Game/Playsets/PID_CP_MovieSet_M_Helo_a, 14323159, 1572134, 14323159, 1572136
/Game/Playsets/PID_CP_MovieSet_M_Warehouse_a, 8616061, 1433604, 8616061, 1433604
/Game/Playsets/PID_CP_MovieSet_S_Ceremony_a, 11363303, 555092, 11363303, 555092
/Game/Playsets/PID_CP_NeoTilted_Gallery_a, 5018224, 578552, 5018224, 578556
/Game/Playsets/PID_CP_NeoTilted_Gallery_b, 6626235, 1005364, 6626235, 1005372
/Game/Playsets/PID_CP_NeoTilted_Gallery_c, 4976527, 448778, 4976527, 448779
/Game/Playsets/PID_CP_NeoTilted_M_Commerical_a, 16517996, 1456585, 16517996, 1456592
/Game/Playsets/PID_CP_NeoTilted_M_Construction_a, 10386060, 1471549, 10386060, 1471552
/Game/Playsets/PID_CP_NeoTilted_S_ClockTower_a, 11536971, 812412, 11536971, 812412
/Game/Playsets/PID_CP_NeoTilted_S_GasStation_a, 6738016, 461913, 6738016, 461920
/Game/Playsets/PID_CP_NeoTilted_XL_Apartments_a, 31604692, 3636255, 31604692, 3636334
/Game/Playsets/PID_CP_NeoTilted_XL_DurrrBurger_a, 19783615, 3798092, 19783615, 3798095
/Game/Playsets/PID_CP_Oak_Gallery_a, 2917056, 300950, 2917056, 300952
/Game/Playsets/PID_CP_Oak_M_Shelter_a, 9837283, 1601948, 9837283, 1601948
/Game/Playsets/PID_CP_Oak_M_Shelter_b, 8863092, 1020168, 8863092, 1020168
/Game/Playsets/PID_CP_Oak_M_Stacks_a, 21989482, 1155238, 21989482, 1155240
/Game/Playsets/PID_CP_Oak_S_Shelter_a, 6335918, 639552, 6335918, 639552
/Game/Playsets/PID_CP_Oak_S_Stacks_a, 13426267, 754832, 13426267, 754832
/Game/Playsets/PID_CP_Oak_S_Stacks_b, 20363035, 480304, 20363035, 480304
/Game/Playsets/PID_CP_Obstacle_Course_G_Black, 4415950, 403952, 4415950, 403952
/Game/Playsets/PID_CP_Obstacle_Course_G_Blue, 4415950, 403952, 4415950, 403952
/Game/Playsets/PID_CP_Obstacle_Course_G_Green, 4415950, 403952, 4415950, 403952
/Game/Playsets/PID_CP_Obstacle_Course_G_GripTape, 3974893, 282000, 3974893, 282000
/Game/Playsets/PID_CP_Obstacle_Course_G_Orange, 4415950, 403952, 4415950, 403952
/Game/Playsets/PID_CP_Obstacle_Course_G_Purple, 4415950, 403952, 4415950, 403952
/Game/Playsets/PID_CP_Obstacle_Course_G_Red, 4415950, 403952, 4415950, 403952
/Game/Playsets/PID_CP_Obstacle_Course_G_Stairs, 3186925, 54728, 3186925, 54728
/Game/Playsets/PID_CP_Obstacle_Course_G_White, 4415950, 403952, 4415950, 403952
/Game/Playsets/PID_CP_Ocean_Gallery_a, 26918165, 908912, 26918165, 908912
/Game/Playsets/PID_CP_Ocean_Gallery_b, 8230124, 1732126, 8230124, 1732132
/Game/Playsets/PID_CP_Ocean_Gallery_c, 6332190, 563797, 6332190, 563804
/Game/Playsets/PID_CP_Ocean_Gallery_d, 4064076, 413873, 4064076, 413876
/Game/Playsets/PID_CP_Ocean_Gallery_e, 3015068, 1265113, 3015068, 1265116
/Game/Playsets/PID_CP_Ocean_Gallery_f, 3015068, 1265112, 3015068, 1265116
/Game/Playsets/PID_CP_Ocean_Gallery_g, 874350, 538639, 874350, 538644
/Game/Playsets/PID_CP_Ocean_Gallery_h, 3015068, 1265112, 3015068, 1265116
/Game/Playsets/PID_CP_Ocean_Gallery_i, 3015068, 1265112, 3015068, 1265116
/Game/Playsets/PID_CP_Ocean_XL_Agency_a, 17428866, 9742035, 17428866, 9742036
/Game/Playsets/PID_CP_Ocean_XL_Agency_b, 11156403, 4349287, 11156403, 4349344
/Game/Playsets/PID_CP_Ocean_XL_Yacht_a, 81878816, 9844326, 81878816, 9844328
/Game/Playsets/PID_CP_OilRig_Gallery_a, 3398586, 577432, 3398586, 577432
/Game/Playsets/PID_CP_OilRig_Gallery_c, 2774459, 990796, 2774459, 990792
/Game/Playsets/PID_CP_OilRig_Gallery_d, 971534, 1079145, 971534, 1079112
/Game/Playsets/PID_CP_OilRig_Gallery_e, 2413163, 1295105, 2413163, 1295104
/Game/Playsets/PID_CP_OilRig_L_RigHouse_a, 25715697, 2494086, 25715697, 2494086
/Game/Playsets/PID_CP_OilRig_M_Drill_a, 14441069, 2081960, 14441069, 2081960
/Game/Playsets/PID_CP_OilRig_M_LiftStation_a, 15929091, 2179555, 15929091, 2179564
/Game/Playsets/PID_CP_OilRig_M_RigHouse_a, 15355533, 1681727, 15355533, 1681720
/Game/Playsets/PID_CP_OilRig_M_RigHouse_b, 14871824, 1945494, 14871824, 1945544
/Game/Playsets/PID_CP_ParadisePalms_Gallery_a, 4763360, 818100, 4763360, 818100
/Game/Playsets/PID_CP_ParadisePalms_L_Hotel_a, 10797497, 2594994, 10797497, 2595004
/Game/Playsets/PID_CP_ParadisePalms_M_ComputerCafe_a, 7180196, 1049493, 7180196, 1049508
/Game/Playsets/PID_CP_ParadisePalms_M_Dealership_a, 10105234, 986923, 10105234, 986936
/Game/Playsets/PID_CP_ParadisePalms_M_House_a, 10891646, 1149097, 10891646, 1149097
/Game/Playsets/PID_CP_ParadisePalms_M_Pool_a, 10240680, 1283125, 10240680, 1283128
/Game/Playsets/PID_CP_Pirates_Gallery_a, 7260296, 373599, 7260296, 373600
/Game/Playsets/PID_CP_Pirates_L_Pirate_House_a, 14452611, 2144411, 14452611, 2144412
/Game/Playsets/PID_CP_Pirates_M_Dock, 6446660, 1063956, 6446660, 1063968
/Game/Playsets/PID_CP_Pirates_M_Inn, 13653646, 1988592, 13653646, 1988616
/Game/Playsets/PID_CP_Pirates_M_Pirate_Camp_a, 15392537, 1897608, 15392537, 1897608
/Game/Playsets/PID_CP_Pirates_M_Shop, 10663854, 908723, 10663854, 908728
/Game/Playsets/PID_CP_Pirates_M_Watchtower, 12848835, 1176332, 12848835, 1176336
/Game/Playsets/PID_CP_Pirates_S_Pirate_Hut_a, 7135069, 579024, 7135069, 579024
/Game/Playsets/PID_CP_Pirates_Ship_Gallery, 25907241, 555560, 25907241, 555560
/Game/Playsets/PID_CP_Pirates_XL_Ship_a, 43691499, 5418160, 43691499, 5418160
/Game/Playsets/PID_CP_PowerPlant_Gallery_a, 688450, 420849, 688450, 420872
/Game/Playsets/PID_CP_PowerPlant_Gallery_Blue_a, 5356269, 820808, 5356269, 820808
/Game/Playsets/PID_CP_PowerPlant_Gallery_Green_a, 5543168, 820808, 5543168, 820808
/Game/Playsets/PID_CP_PowerPlant_Gallery_Orange_a, 5247170, 670857, 5247170, 670860
/Game/Playsets/PID_CP_PowerPlant_Gallery_Purple_a, 6287452, 855816, 6287452, 855816
/Game/Playsets/PID_CP_PowerPlant_L_Pumphouse_a, 13499141, 3470797, 13499141, 3470808
/Game/Playsets/PID_CP_PowerPlant_L_Turbine_a, 14200675, 2660316, 14200675, 2660320
/Game/Playsets/PID_CP_PowerPlant_M_Transformer_a, 11427220, 1163519, 11427220, 1163520
/Game/Playsets/PID_CP_PowerPlant_XL_Reactor_a, 24312817, 5799612, 24312817, 5799632
/Game/Playsets/PID_CP_PrincessCastle_Gallery_a, 9450864, 883518, 9450864, 883520
/Game/Playsets/PID_CP_PrincessCastle_Gallery_b, 9450864, 883518, 9450864, 883520
/Game/Playsets/PID_CP_PrincessCastle_Gallery_c, 9450864, 883518, 9450864, 883520
/Game/Playsets/PID_CP_PrincessCastle_Gallery_d, 9451105, 879992, 9451105, 879992
/Game/Playsets/PID_CP_PrincessCastle_Gallery_e, 2095616, 232743, 2095616, 232744
/Game/Playsets/PID_CP_PrincessCastle_Gallery_f, 2095616, 227072, 2095616, 227072
/Game/Playsets/PID_CP_PrincessCastle_Gallery_g, 2095616, 227072, 2095616, 227072
/Game/Playsets/PID_CP_PrincessCastle_Gallery_h, 14260321, 436094, 14260321, 436096
/Game/Playsets/PID_CP_PrincessCastle_Gallery_i, 9450864, 883518, 9450864, 883520
/Game/Playsets/PID_CP_PrincessCastle_L_Castle, 18779355, 4202536, 18779355, 4202536
/Game/Playsets/PID_CP_PrincessCastle_M_Castle_b, 18124815, 1213542, 18124815, 1213544
/Game/Playsets/PID_CP_PrincessCastle_S_Fountain, 7510673, 293085, 7510673, 293088
/Game/Playsets/PID_CP_PrincessCastle_S_Gate, 4668367, 567688, 4668367, 567688
/Game/Playsets/PID_CP_PrincessCastle_S_Intersection, 3013013, 450277, 3013013, 450280
/Game/Playsets/PID_CP_PrincessCastle_S_Straight, 2592567, 253270, 2592567, 253272
/Game/Playsets/PID_CP_PrincessCastle_S_Tower, 12802741, 646712, 12802741, 646712
/Game/Playsets/PID_CP_PrincessCastle_XL_Castle, 26652482, 7577366, 26652482, 7577392
/Game/Playsets/PID_CP_Prop_Monument_a, 2810874, 14424, 2810874, 14424
/Game/Playsets/PID_CP_Props_Kevin_Cube, 17305877, 31096, 17305877, 31096
/Game/Playsets/PID_CP_Props_M_ArtDeco_a, 16842047, 1253056, 16842047, 1253056
/Game/Playsets/PID_CP_Props_M_BlackMonday_a, 22735166, 801198, 22735166, 801198
/Game/Playsets/PID_CP_Props_M_Fortilla_a, 79962746, 1755661, 79962746, 1755669
/Game/Playsets/PID_CP_Props_M_HeroVillain_a, 17018702, 813703, 17018702, 813704
/Game/Playsets/PID_CP_Props_M_Invasion_a, 25051134, 1462105, 25051134, 1462104
/Game/Playsets/PID_CP_Props_M_Military_Lights_a, 1421203, 115920, 1421203, 115920
/Game/Playsets/PID_CP_Props_M_OilRig_a, 46085942, 1568972, 46085942, 1568972
/Game/Playsets/PID_CP_Props_M_PowerPlant_a, 31286581, 1013740, 31286581, 1013740
/Game/Playsets/PID_CP_Props_M_PrimitiveShapes_a, 12644714, 1721884, 12644714, 1721884
/Game/Playsets/PID_CP_Props_M_WeepingWoods_a, 39351258, 1167368, 39351258, 1167368
/Game/Playsets/PID_CP_Props_M_Yacht_a, 52594244, 1322192, 52594244, 1322192
/Game/Playsets/PID_CP_Props_S_Agency_a, 19325041, 597992, 19325041, 597992
/Game/Playsets/PID_CP_Props_S_Ambient_b, 3464482, 258488, 3464482, 258488
/Game/Playsets/PID_CP_Props_S_ArtDeco_a, 5351542, 641457, 5351542, 641464
/Game/Playsets/PID_CP_Props_S_Beacon_a, 1626415, 422184, 1626415, 422184
/Game/Playsets/PID_CP_Props_S_BlackGlass_a, 4293650, 44784, 4293650, 44784
/Game/Playsets/PID_CP_Props_S_BlockParty_a, 675262, 72096, 675262, 72096
/Game/Playsets/PID_CP_Props_S_Cabins_a, 9113891, 298256, 9113891, 298256
/Game/Playsets/PID_CP_Props_S_Cars_b, 7691310, 553158, 7691310, 553152
/Game/Playsets/PID_CP_Props_S_Cars_c, 8123454, 709720, 8123454, 709720
/Game/Playsets/PID_CP_Props_S_Cars_d, 23684773, 486514, 23684773, 486512
/Game/Playsets/PID_CP_Props_S_Cattus_a, 5879639, 576374, 5879639, 576376
/Game/Playsets/PID_CP_Props_S_Cliffs_a, 8083033, 301684, 8083033, 301684
/Game/Playsets/PID_CP_Props_S_Cliffs_b, 6804482, 282372, 6804482, 282372
/Game/Playsets/PID_CP_Props_S_Cliffs_c, 7805341, 280588, 7805341, 280588
/Game/Playsets/PID_CP_Props_S_Cliffs_d, 8279768, 303108, 8279768, 303108
/Game/Playsets/PID_CP_Props_S_Cliffs_e, 8069680, 302956, 8069680, 302956
/Game/Playsets/PID_CP_Props_S_Cliffs_f, 3195058, 183048, 3195058, 183048
/Game/Playsets/PID_CP_Props_S_Cliffs_g, 8382825, 301420, 8382825, 301420
/Game/Playsets/PID_CP_Props_S_Coliseum_a, 13440376, 379160, 13440376, 379160
/Game/Playsets/PID_CP_Props_S_Coliseum_b, 3171478, 125640, 3171478, 125640
/Game/Playsets/PID_CP_Props_S_CoralCastle_a, 14722247, 428828, 14722247, 428828
/Game/Playsets/PID_CP_Props_S_CoralCove_a, 14894531, 264656, 14894531, 264656
/Game/Playsets/PID_CP_Props_S_CraggyCliffs_a, 27794134, 1096308, 27794134, 1096308
/Game/Playsets/PID_CP_Props_S_Decal_a, 517557, 178144, 517557, 178144
/Game/Playsets/PID_CP_Props_S_Diners_a, 21327805, 661699, 21327805, 661700
/Game/Playsets/PID_CP_Props_S_Diners_b, 13311481, 681504, 13311481, 681504
/Game/Playsets/PID_CP_Props_S_Dinos_a, 5317891, 31440, 5317891, 31440
/Game/Playsets/PID_CP_Props_S_Doggus_a, 21911977, 640080, 21911977, 640080
/Game/Playsets/PID_CP_Props_S_Doggus_b, 21911977, 640080, 21911977, 640080
/Game/Playsets/PID_CP_Props_S_Doors_Gallery_a, 10359212, 288008, 10359212, 288008
/Game/Playsets/PID_CP_Props_S_Dunes_a, 232272, 34760, 232272, 34760
/Game/Playsets/PID_CP_Props_S_Dusty_a, 41775333, 827741, 41775333, 827742
/Game/Playsets/PID_CP_Props_S_Eggs_a, 491797, 248024, 491797, 248024
/Game/Playsets/PID_CP_Props_S_EGO_a, 25215420, 608647, 25215420, 608649
/Game/Playsets/PID_CP_Props_S_FoliageV2_a, 10314224, 44200, 10314224, 44200
/Game/Playsets/PID_CP_Props_S_FoliageV2_b, 6496554, 40640, 6496554, 40640
/Game/Playsets/PID_CP_Props_S_FoliageV2_c, 13460439, 78464, 13460439, 78464
/Game/Playsets/PID_CP_Props_S_FoliageV2_d, 14539112, 43016, 14539112, 43016
/Game/Playsets/PID_CP_Props_S_FoliageV2_e, 12378141, 41968, 12378141, 41968
/Game/Playsets/PID_CP_Props_S_FoliageV2_f, 6758590, 163552, 6758590, 163552
/Game/Playsets/PID_CP_Props_S_Fort_a, 5924617, 165524, 5924617, 165524
/Game/Playsets/PID_CP_Props_S_FrenzyFarm_a, 29918478, 900608, 29918478, 900608
/Game/Playsets/PID_CP_Props_S_Glass_a, 2085794, 218011, 2085794, 218012
/Game/Playsets/PID_CP_Props_S_Halloween_a, 26345578, 522016, 26345578, 522016
/Game/Playsets/PID_CP_Props_S_Halloween_b, 5381068, 403714, 5381068, 403714
/Game/Playsets/PID_CP_Props_S_HauntedHills_a, 8042292, 159720, 8042292, 159720
/Game/Playsets/PID_CP_Props_S_HubV2Logos_a, 84054, 35552, 84054, 35552
/Game/Playsets/PID_CP_Props_S_JungleTemple_a, 14774641, 256392, 14774641, 256392
/Game/Playsets/PID_CP_Props_S_JunkJunction_a, 14085967, 205232, 14085967, 205232
/Game/Playsets/PID_CP_Props_S_Kevin_a, 8193449, 134305, 8193449, 134308
/Game/Playsets/PID_CP_Props_S_Kevin_b, 10884164, 300712, 10884164, 300712
/Game/Playsets/PID_CP_Props_S_Kevin_Island_a, 3856559, 16344, 3856559, 16344
/Game/Playsets/PID_CP_Props_S_Kevin_Island_b, 3238986, 44832, 3238986, 44832
/Game/Playsets/PID_CP_Props_S_Lava_Tiles_a, 2554616, 75352, 2554616, 75352
/Game/Playsets/PID_CP_Props_S_Lighthouse_a, 18829951, 556033, 18829951, 556033
/Game/Playsets/PID_CP_Props_S_Mall_a, 22577453, 505844, 22577453, 505851
/Game/Playsets/PID_CP_Props_S_Meteor_a, 23877179, 468708, 23877179, 468708
/Game/Playsets/PID_CP_Props_S_Meteor_b, 9326190, 19808, 9326190, 19808
/Game/Playsets/PID_CP_Props_S_Meteor_c, 18613633, 341022, 18613633, 341022
/Game/Playsets/PID_CP_Props_S_Military_a, 8119099, 272536, 8119099, 272536
/Game/Playsets/PID_CP_Props_S_MineCart_Gallery_a, 3185918, 69983, 3185918, 69984
/Game/Playsets/PID_CP_Props_S_MovieSet_a, 10476605, 166016, 10476605, 166016
/Game/Playsets/PID_CP_Props_S_Nature_h, 17061217, 128020, 17061217, 128020
/Game/Playsets/PID_CP_Props_S_Nature_i, 6464759, 132984, 6464759, 132984
/Game/Playsets/PID_CP_Props_S_Nature_j, 8560967, 53716, 8560967, 53716
/Game/Playsets/PID_CP_Props_S_Nature_k, 5341755, 130932, 5341755, 130932
/Game/Playsets/PID_CP_Props_S_Nature_l, 13735029, 120816, 13735029, 120816
/Game/Playsets/PID_CP_Props_S_Nature_m, 7010307, 127427, 7010307, 127428
/Game/Playsets/PID_CP_Props_S_Nature_n, 4527689, 27088, 4527689, 27088
/Game/Playsets/PID_CP_Props_S_Nature_o, 8275379, 106952, 8275379, 106952
/Game/Playsets/PID_CP_Props_S_NeoTilted_a, 47876646, 910808, 47876646, 910808
/Game/Playsets/PID_CP_Props_S_NeoTilted_Cars_a, 7005709, 460654, 7005709, 460648
/Game/Playsets/PID_CP_Props_S_NeoTilted_Holos_a, 434380, 760830, 434380, 760830
/Game/Playsets/PID_CP_Props_S_NoCollision_a, 3166651, 144408, 3166651, 144408
/Game/Playsets/PID_CP_Props_S_NR_Square_Pyramid_4x, 26067, 414288, 26067, 414288
/Game/Playsets/PID_CP_Props_S_NR_Square_Pyramid_a, 26067, 414288, 26067, 414288
/Game/Playsets/PID_CP_Props_S_NR_Triangular_Pyramid_4x, 25515, 414288, 25515, 414288
/Game/Playsets/PID_CP_Props_S_NR_Triangular_Pyramid_a, 25515, 414288, 25515, 414288
/Game/Playsets/PID_CP_Props_S_Numbers_Gallery_a, 1548788, 499200, 1548788, 499200
/Game/Playsets/PID_CP_Props_S_Oak_a, 9683210, 460772, 9683210, 460776
/Game/Playsets/PID_CP_Props_S_Oak_b, 20705178, 151320, 20705178, 151320
/Game/Playsets/PID_CP_Props_S_Oak_c, 38853764, 516472, 38853764, 516472
